corpus_name;sentence_position;position;value
Altweltgeier;7;6;hann
Altweltgeier;7;7;vu
Altweltgeier;7;8;n’ra
Altweltgeier;7;9;sehr
Altweltgeier;7;10;groosa
Altweltgeier;7;11;Schpànnwitta
Altweltgeier;7;12;dian
Altweltgeier;7;13;sa
Altweltgeier;7;14;hoch
Altweltgeier;7;15;uffa
Altweltgeier;7;16;fliaga
Altweltgeier;7;17;un
Altweltgeier;7;18;a
Altweltgeier;7;19;lànga
Altweltgeier;7;20;Zitt
Altweltgeier;7;21;seegla
Altweltgeier;7;22;.
Altweltgeier;8;1;So
Altweltgeier;8;2;kànna
Altweltgeier;8;3;seh
Altweltgeier;8;4;erna
Altweltgeier;8;5;Böita
Altweltgeier;8;6;vu
Altweltgeier;8;7;hoch
Altweltgeier;8;8;owa
Altweltgeier;8;9;üsschpetzla
Altweltgeier;8;10;,
Altweltgeier;8;11;dänn
Altweltgeier;8;12;zum
Altweltgeier;8;13;schàrfa
Altweltgeier;8;14;Bleck
Altweltgeier;8;15;hànn
Altweltgeier;8;16;sa
Altweltgeier;8;17;noch
Altweltgeier;8;18;a
Altweltgeier;8;19;fäscht
Altweltgeier;8;20;äntweckelter
Altweltgeier;8;21;Gruchsenn
Altweltgeier;8;22;,
Altweltgeier;8;23;wàss
Altweltgeier;8;24;bi
Altweltgeier;8;25;da
Altweltgeier;8;26;àndra
Altweltgeier;8;27;Veegel
Altweltgeier;8;28;sehr
Altweltgeier;8;29;salda-n-esch
Altweltgeier;8;30;.
Altweltgeier;9;1;D’
Altweltgeier;9;2;Gaijer
Altweltgeier;9;3;leega
Altweltgeier;9;4;em
Altweltgeier;9;5;Johr
Altweltgeier;9;6;ai
Altweltgeier;9;7;Ai
Altweltgeier;9;8;,
Altweltgeier;9;9;en
Altweltgeier;9;10;gwessana
Altweltgeier;9;11;Fall
Altweltgeier;9;12;hechschtens
Altweltgeier;9;13;zwai
Altweltgeier;9;14;un
Altweltgeier;9;15;do
Altweltgeier;9;16;kummt
Altweltgeier;9;17;nur
Altweltgeier;9;18;ains
Altweltgeier;9;19;zum
Altweltgeier;9;20;laawa
Altweltgeier;9;21;,
Altweltgeier;9;22;s’
Altweltgeier;9;23;schwächschta
Altweltgeier;9;24;""""
Altweltgeier;9;25;fliagt
Altweltgeier;9;26;""""
Altweltgeier;9;27;gwenlig
Altweltgeier;9;28;zum
Altweltgeier;9;29;Nascht
Altweltgeier;9;30;üssa
Altweltgeier;9;31;.
Altweltgeier;10;1;Trotz
Altweltgeier;10;2;ehrem
Altweltgeier;10;3;Gwecht
Altweltgeier;10;4;un
Altweltgeier;10;5;erna
Altweltgeier;10;6;groosa
Altweltgeier;10;7;Fattig
Altweltgeier;10;8;werd
Altweltgeier;10;9;tailwis
Altweltgeier;10;10;a
Altweltgeier;10;11;lànger
Altweltgeier;10;12;Hochzitstànz
Altweltgeier;10;13;verànschtàlta
Altweltgeier;10;14;vor
Altweltgeier;10;15;d’r
Altweltgeier;10;16;Befrurtung
Altweltgeier;10;17;.
Altweltgeier;11;1;Bi
Altweltgeier;11;2;gwessana
Altweltgeier;11;3;Àrta
Altweltgeier;11;4;briadelt
Altweltgeier;11;5;s’
Altweltgeier;11;6;Wiwla-n-allai
Altweltgeier;11;7;,
Altweltgeier;11;8;bi
Altweltgeier;11;9;àndra
Altweltgeier;11;10;düat
Altweltgeier;11;11;s’
Altweltgeier;11;12;Paarla
Altweltgeier;11;13;sech
Altweltgeier;11;14;àbwacksla
Altweltgeier;11;15;.
Altweltgeier;12;1;D’r
Altweltgeier;12;2;Gsunhaitszüaschtànd
Altweltgeier;12;3;esch
Altweltgeier;12;4;zemmlig
Altweltgeier;12;5;schlacht
Altweltgeier;12;6;drà
Altweltgeier;12;7;,
Altweltgeier;12;8;bezihungswis
Altweltgeier;12;9;uff
Altweltgeier;12;10;dia
Altweltgeier;12;11;àlla
Altweltgeier;12;12;Belàschtunga
Altweltgeier;12;13;,
Altweltgeier;12;14;wu
Altweltgeier;12;15;dàss
Altweltgeier;12;16;Veh
Altweltgeier;12;17;ärtràga
Altweltgeier;12;18;müass
Altweltgeier;12;19;.
Altweltgeier;13;1;D’
Altweltgeier;13;2;Bläikrànket
Altweltgeier;13;3;dur
Altweltgeier;13;4;’s
Altweltgeier;13;5;Schroht
Altweltgeier;13;6;em
Altweltgeier;13;7;verlorana
Altweltgeier;13;8;àbgschossana
Altweltgeier;13;9;Weld
Altweltgeier;13;10;,
Altweltgeier;13;11;d’
Altweltgeier;13;12;Hochschpànnungslaitunga
Altweltgeier;13;13;vu
Altweltgeier;13;14;d’
Altweltgeier;13;15;Kawel
Altweltgeier;13;16;net
Altweltgeier;13;17;witt
Altweltgeier;13;18;genüag
Altweltgeier;13;19;üssanànder
Altweltgeier;13;20;senn
Altweltgeier;13;21;,
Altweltgeier;13;22;d’
Altweltgeier;13;23;Gedarmkrànketa
Altweltgeier;13;24;,
Altweltgeier;13;25;vorkumend
Altweltgeier;13;26;durch
Altweltgeier;13;27;d’
Altweltgeier;13;28;gwessana
Altweltgeier;13;29;Medikàmanter
Altweltgeier;13;30;,
Altweltgeier;13;31;wu
Altweltgeier;13;32;ma
Altweltgeier;13;33;en
Altweltgeier;13;34;da
Altweltgeier;13;35;Hüsstiarer
Altweltgeier;13;36;veràbricha
Altweltgeier;13;37;düat
Altweltgeier;13;38;usw
Altweltgeier;13;39;.
Altweltgeier;14;1;D
Altweltgeier;14;2;Àltwaltgaijer
Altweltgeier;14;3;ware
Altweltgeier;14;4;in
Altweltgeier;14;5;femf
Altweltgeier;14;6;Gàttunge
Altweltgeier;14;7;ingedeilt
Altweltgeier;14;8;met
Altweltgeier;14;9;ensgsàmt
Altweltgeier;14;10;14
Altweltgeier;14;11;Àrte
Altweltgeier;15;1;Verwàndt
Altweltgeier;15;2;met
Altweltgeier;15;3;dr
Altweltgeier;15;4;Àltwaltgaijer
Altweltgeier;15;5;sen
Altweltgeier;15;6;z.
Altweltgeier;15;7;B.
Altweltgeier;15;8;d’
Altweltgeier;15;9;Àdler
Altweltgeier;15;10;,
Altweltgeier;15;11;d’
Altweltgeier;15;12;Grààswaijer
Altweltgeier;15;13;,
Altweltgeier;15;14;d’r
Altweltgeier;15;15;Bàrtgaijer
Altweltgeier;15;16;,
Altweltgeier;15;17;d’r
Altweltgeier;15;18;Schmutzgaijer
Altweltgeier;15;19;un
Altweltgeier;15;20;d’r
Altweltgeier;15;21;Habischt
Altweltgeier;15;22;.
Altweltgeier;16;1;As
Altweltgeier;16;2;müas
Altweltgeier;16;3;o
Altweltgeier;16;4;noch
Altweltgeier;16;5;do
Altweltgeier;16;6;d’r
Altweltgeier;16;7;bi
Altweltgeier;16;8;gsait
Altweltgeier;16;9;seh
Altweltgeier;16;10;dàss
Altweltgeier;16;11;d’r
Altweltgeier;16;12;Frànzescha
Altweltgeier;16;13;Nàmma
Altweltgeier;16;14;„
Altweltgeier;16;15;vautour
Altweltgeier;16;16;“
Altweltgeier;16;17;vum
Altweltgeier;16;18;Làtinischa
Altweltgeier;16;19;„
Altweltgeier;16;20;vultur
Altweltgeier;16;21;“
Altweltgeier;16;22;schtàmmt
Altweltgeier;16;23;,
Altweltgeier;16;24;e
Altweltgeier;16;25;Bezaichnung
Altweltgeier;16;26;,
Altweltgeier;16;27;vu
Altweltgeier;16;28;ma
Altweltgeier;16;29;o
Altweltgeier;16;30;em
Altweltgeier;16;31;Itàlianischa
Altweltgeier;16;32;fendet
Altweltgeier;16;33;àls
Altweltgeier;16;34;„
Altweltgeier;16;35;ovvoltore
Altweltgeier;16;36;“
Altweltgeier;16;37;un
Altweltgeier;16;38;em
Altweltgeier;16;39;Kàtàlànischa
Altweltgeier;16;40;àls
Altweltgeier;16;41;„
Altweltgeier;16;42;voltor
Altweltgeier;16;43;“
Altweltgeier;16;44;.
Altweltgeier;17;1;Da
Altweltgeier;17;2;Üssdruck
Altweltgeier;17;3;werd
Altweltgeier;17;4;benutzt
Altweltgeier;17;5;fer
Altweltgeier;17;6;gwessana
Altweltgeier;17;7;Àrta
Altweltgeier;17;8;wia
Altweltgeier;17;9;:
Altweltgeier;18;1;D'r
Altweltgeier;18;2;Gansagaijer
Altweltgeier;18;3;hàtt
Altweltgeier;18;4;a
Altweltgeier;18;5;Flugschpànnwitta
Altweltgeier;18;6;vu
Altweltgeier;18;7;2.4
Altweltgeier;18;8;bis
Altweltgeier;18;9;2.8
Altweltgeier;18;10;m
Altweltgeier;18;11;,
Altweltgeier;18;12;a
Altweltgeier;18;13;Kärwerlänga
Altweltgeier;18;14;vu
Altweltgeier;18;15;0.95
Altweltgeier;18;16;bis
Altweltgeier;18;17;1.05
Altweltgeier;18;18;m
Altweltgeier;18;19;un
Altweltgeier;18;20;weegt
Altweltgeier;18;21;4
Altweltgeier;18;22;bis
Altweltgeier;18;23;6
Altweltgeier;18;24;Kilo
Altweltgeier;18;25;.
Altweltgeier;19;1;Ar
Altweltgeier;19;2;briatelt
Altweltgeier;19;3;si
Altweltgeier;19;4;ainsigschta-n-Ai
Altweltgeier;19;5;üss
Altweltgeier;19;6;zwescha
Altweltgeier;19;7;Janner
Altweltgeier;19;8;un
Altweltgeier;19;9;März
Altweltgeier;19;10;,
Altweltgeier;19;11;un
Altweltgeier;19;12;d’
Altweltgeier;19;13;Brüat
Altweltgeier;19;14;dürt
Altweltgeier;19;15;zwescha
Altweltgeier;19;16;52
Altweltgeier;19;17;un
Altweltgeier;19;18;58
Altweltgeier;19;19;Tag
Altweltgeier;19;20;.
Altweltgeier;20;1;S
Altweltgeier;20;2;Vegala
Altweltgeier;20;3;blibt
Altweltgeier;20;4;Naschtleng
Altweltgeier;20;5;warend
Altweltgeier;20;6;110
Altweltgeier;20;7;bis
Altweltgeier;20;8;120
Altweltgeier;20;9;Tag
Altweltgeier;20;10;.
Altweltgeier;21;1;Wia
Altweltgeier;21;2;àlla
Altweltgeier;21;3;Gaijer
Altweltgeier;21;4;ärnärt
Altweltgeier;21;5;ar
Altweltgeier;21;6;sech
Altweltgeier;21;7;mett
Altweltgeier;21;8;Ààsa
Altweltgeier;21;9;.
Altweltgeier;22;1;Se
Altweltgeier;22;2;laawa
Altweltgeier;22;3;en
Altweltgeier;22;4;Kolonia
Altweltgeier;22;5;un
Altweltgeier;22;6;fliaga
Altweltgeier;22;7;salta-n-allai
Altweltgeier;22;8;,
Altweltgeier;22;9;sondern
Altweltgeier;22;10;d’
Altweltgeier;22;11;maischta
Altweltgeier;22;12;Zitt
Altweltgeier;22;13;en
Altweltgeier;22;14;Schwàrma
Altweltgeier;22;15;.
Altweltgeier;23;1;Si
Altweltgeier;23;2;Lawesràuim
Altweltgeier;23;3;befendet
Altweltgeier;23;4;sech
Altweltgeier;23;5;maischtens
Altweltgeier;23;6;em
Altweltgeier;23;7;Hochgeberg
Altweltgeier;23;8;,
Altweltgeier;23;9;en
Altweltgeier;23;10;da
Altweltgeier;23;11;hàlbsüdliga
Altweltgeier;23;12;Glander
Altweltgeier;23;13;.
Altweltgeier;24;1;Em
Altweltgeier;24;2;Frànkrich
Altweltgeier;24;3;fendet
Altweltgeier;24;4;doch
Altweltgeier;24;5;schu
Altweltgeier;24;6;zirka
Altweltgeier;24;7;200
Altweltgeier;24;8;Parla
Altweltgeier;24;9;em
Altweltgeier;24;10;Zäntrumsmassiv
Altweltgeier;24;11;un
Altweltgeier;24;12;a
Altweltgeier;24;13;Tail
Altweltgeier;24;14;em
Altweltgeier;24;15;Vercors
Altweltgeier;24;16;.
Altweltgeier;25;1;Em
Altweltgeier;25;2;Schwytzer
Altweltgeier;25;3;Jüra
Altweltgeier;25;4;hann
Altweltgeier;25;5;sech
Altweltgeier;25;6;o
Altweltgeier;25;7;a
Altweltgeier;25;8;pààr
Altweltgeier;25;9;Parla
Altweltgeier;25;10;àgsätz
Altweltgeier;25;11;.
Altweltgeier;26;1;En
Altweltgeier;26;2;Ditschlànd
Altweltgeier;26;3;heert
Altweltgeier;26;4;ma
Altweltgeier;26;5;o
Altweltgeier;26;6;d'r
Altweltgeier;26;7;vu
Altweltgeier;26;8;reeda
Altweltgeier;26;9;.
Altweltgeier;27;1;Züanama
Altweltgeier;27;2;dian
Altweltgeier;27;3;sa
Altweltgeier;27;4;en
Altweltgeier;27;5;Marokko
Altweltgeier;27;6;,
Altweltgeier;27;7;Àlgeria
Altweltgeier;27;8;,
Altweltgeier;27;9;Schpània
Altweltgeier;27;10;un
Altweltgeier;27;11;Sàrdinia
Altweltgeier;27;12;.
Altweltgeier;28;1;Schtàrk
Altweltgeier;28;2;züanamma
Altweltgeier;28;3;dian
Altweltgeier;28;4;sa
Altweltgeier;28;5;en
Altweltgeier;28;6;Griachlànd
Altweltgeier;28;7;un
Altweltgeier;28;8;vu
Altweltgeier;28;9;d'r
Altweltgeier;28;10;Bàlkànhàlbensla
Altweltgeier;28;11;bis
Altweltgeier;28;12;en
Altweltgeier;28;13;s'
Altweltgeier;28;14;Zentràlàsia
Altweltgeier;28;15;ina
Altweltgeier;28;16;.
Altweltgeier;29;1;D’r
Altweltgeier;29;2;Ohragaijer
Altweltgeier;29;3;esch
Altweltgeier;29;4;fer
Altweltgeier;29;5;amol
Altweltgeier;29;6;fàscht
Altweltgeier;29;7;aifàrwig
Altweltgeier;29;8;en
Altweltgeier;29;9;brün
Altweltgeier;29;10;owa
Altweltgeier;29;11;dura
Altweltgeier;29;12;.
Altweltgeier;30;1;D’r
Altweltgeier;30;2;Büch
Altweltgeier;30;3;esch
Altweltgeier;30;4;gmescht
Altweltgeier;30;5;met
Altweltgeier;30;6;wiss
Altweltgeier;30;7;,
Altweltgeier;30;8;un
Altweltgeier;30;9;hàtt
Altweltgeier;30;10;a
Altweltgeier;30;11;pààr
Altweltgeier;30;12;scheena
Altweltgeier;30;13;Wissa
Altweltgeier;30;14;Knickerbocker
Altweltgeier;30;15;.
Altweltgeier;31;1;Ar
Altweltgeier;31;2;esch
Altweltgeier;31;3;bschtàtta
Altweltgeier;31;4;met
Altweltgeier;31;5;ma
Altweltgeier;31;6;schtarcker
Altweltgeier;31;7;Schnàwel
Altweltgeier;31;8;àm
Altweltgeier;31;9;And
Altweltgeier;31;10;gebooga
Altweltgeier;31;11;un
Altweltgeier;31;12;schpetzig
Altweltgeier;31;13;wia-da
Altweltgeier;31;14;vu
Altweltgeier;31;15;ma
Altweltgeier;31;16;Àdler
Altweltgeier;31;17;.
Altweltgeier;32;1;Met
Altweltgeier;32;2;sina
Altweltgeier;32;3;6
Altweltgeier;32;4;kg
Altweltgeier;32;5;,
Altweltgeier;32;6;schwar
Altweltgeier;32;7;,
Altweltgeier;32;8;si
Altweltgeier;32;9;mäterlànga
Altweltgeier;32;10;Kärwer
Altweltgeier;32;11;un
Altweltgeier;32;12;sina
Altweltgeier;32;13;fàscht
Altweltgeier;32;14;3-mätriga
Altweltgeier;32;15;Schpànnwita
Altweltgeier;32;16;schtehn
Altweltgeier;32;17;sa
Altweltgeier;32;18;vorna
Altweltgeier;32;19;drà
Altweltgeier;32;20;ànn
Altweltgeier;32;21;d’r
Altweltgeier;32;22;Frassàtailung
Altweltgeier;32;23;un
Altweltgeier;32;24;bediana
Altweltgeier;32;25;sech
Altweltgeier;32;26;d’
Altweltgeier;32;27;scheenschta
Altweltgeier;32;28;Schteckla
Altweltgeier;32;29;.
Altweltgeier;33;1;Se
Altweltgeier;33;2;naschta
Altweltgeier;33;3;àm
Altweltgeier;33;4;liabschta
Altweltgeier;33;5;uff
Altweltgeier;33;6;da
Altweltgeier;33;7;herchschta
Altweltgeier;33;8;Baim
Altweltgeier;33;9;un
Altweltgeier;33;10;noch
Altweltgeier;33;11;liawer
Altweltgeier;33;12;wänn
Altweltgeier;33;13;d’
Altweltgeier;33;14;Näscht
Altweltgeier;33;15;mett
Altweltgeier;33;16;hüffa
Altweltgeier;33;17;Dorna
Altweltgeier;33;18;begah
Altweltgeier;33;19;senn
Altweltgeier;33;20;.
Altweltgeier;34;1;Dur
Altweltgeier;34;2;dàss
Altweltgeier;34;3;sa
Altweltgeier;34;4;en
Altweltgeier;34;5;da
Altweltgeier;34;6;Truckalander
Altweltgeier;34;7;sidla
Altweltgeier;34;8;,
Altweltgeier;34;9;bedäcka
Altweltgeier;34;10;sa
Altweltgeier;34;11;era
Altweltgeier;34;12;2.20
Altweltgeier;34;13;m
Altweltgeier;34;14;groosa
Altweltgeier;34;15;Naschter
Altweltgeier;34;16;met
Altweltgeier;34;17;derr
Altweltgeier;34;18;Grààs
Altweltgeier;34;19;.
Altweltgeier;35;1;Se
Altweltgeier;35;2;fliaga
Altweltgeier;35;3;uff
Altweltgeier;35;4;3000
Altweltgeier;35;5;m
Altweltgeier;35;6;Hecha
Altweltgeier;35;7;tailwis
Altweltgeier;35;8;bis
Altweltgeier;35;9;uff
Altweltgeier;35;10;4500
Altweltgeier;35;11;m.
Altweltgeier;36;1;Se
Altweltgeier;36;2;leega
Altweltgeier;36;3;zwai
Altweltgeier;36;4;Aijer
Altweltgeier;36;5;jarlig
Altweltgeier;36;6;vu
Altweltgeier;36;7;mian
Altweltgeier;36;8;üssbriatelt
Altweltgeier;36;9;seh
Altweltgeier;36;10;warend
Altweltgeier;36;11;54
Altweltgeier;36;12;bis
Altweltgeier;36;13;56
Altweltgeier;36;14;Tag
Altweltgeier;36;15;.
Altweltgeier;37;1;D'r
Altweltgeier;37;2;Ohragaijer
Altweltgeier;37;3;esch
Altweltgeier;37;4;schints
Altweltgeier;37;5;ain
Altweltgeier;37;6;vu
Altweltgeier;37;7;da
Altweltgeier;37;8;gfährdschta
Altweltgeier;37;9;Gaijer
Altweltgeier;37;10;.
Altweltgeier;38;1;En
Altweltgeier;38;2;Marokko
Altweltgeier;38;3;,
Altweltgeier;38;4;Àlgeria
Altweltgeier;38;5;un
Altweltgeier;38;6;Tünesia
Altweltgeier;38;7;sen
Altweltgeier;38;8;sa
Altweltgeier;38;9;zitter
Altweltgeier;38;10;da
Altweltgeier;38;11;drissiger
Altweltgeier;38;12;Johra
Altweltgeier;38;13;gànz
Altweltgeier;38;14;üssgschtorwa
Altweltgeier;38;15;.
Altweltgeier;39;1;Em
Altweltgeier;39;2;Süda
Altweltgeier;39;3;vu
Altweltgeier;39;4;Ägypta
Altweltgeier;39;5;en
Altweltgeier;39;6;Moritània
Altweltgeier;39;7;,
Altweltgeier;39;8;un
Altweltgeier;39;9;em
Altweltgeier;39;10;Wäschtsahara
Altweltgeier;39;11;fendet
Altweltgeier;39;12;ma
Altweltgeier;39;13;noch
Altweltgeier;39;14;klaina
Altweltgeier;39;15;Befälkerunga
Altweltgeier;39;16;,
Altweltgeier;39;17;meh
Altweltgeier;39;18;befenda
Altweltgeier;39;19;sech
Altweltgeier;39;20;noch
Altweltgeier;39;21;en
Altweltgeier;39;22;Sàuidi-Àràwia
Altweltgeier;39;23;.
Altweltgeier;40;1;En
Altweltgeier;40;2;Israel
Altweltgeier;40;3;briadelt
Altweltgeier;40;4;dia
Altweltgeier;40;5;Àrt
Altweltgeier;40;6;nemmameh
Altweltgeier;40;7;.
Altweltgeier;40;8;Fer
Altweltgeier;40;9;seh
Altweltgeier;40;10;soll
Altweltgeier;40;11;ma
Altweltgeier;40;12;dänn
Altweltgeier;40;13;àlso
Altweltgeier;40;14;d'
Altweltgeier;40;15;Waltàlàrmglocka
Altweltgeier;40;16;ziaga
Altweltgeier;40;17;.
Altweltgeier;41;1;D’r
Altweltgeier;41;2;Mänchsgaijer
Altweltgeier;41;3;esch
Altweltgeier;41;4;ainer
Altweltgeier;41;5;vu
Altweltgeier;41;6;da
Altweltgeier;41;7;greeschta
Altweltgeier;41;8;Àasveegel
Altweltgeier;41;9;,
Altweltgeier;41;10;ar
Altweltgeier;41;11;kàt
Altweltgeier;41;12;bis
Altweltgeier;41;13;zu
Altweltgeier;41;14;12
Altweltgeier;41;15;Kilo
Altweltgeier;41;16;waaga
Altweltgeier;41;17;met
Altweltgeier;41;18;ra
Altweltgeier;41;19;Fleegelschpànnwitta
Altweltgeier;41;20;vu
Altweltgeier;41;21;fàscht
Altweltgeier;41;22;3m
Altweltgeier;41;23;.
Altweltgeier;42;1;Ar
Altweltgeier;42;2;naschtet
Altweltgeier;42;3;àm
Altweltgeier;42;4;liabschta
Altweltgeier;42;5;en
Altweltgeier;42;6;da
Altweltgeier;42;7;welda
Altweltgeier;42;8;Bargwalder
Altweltgeier;42;9;un
Altweltgeier;42;10;esch
Altweltgeier;42;11;saashàft
Altweltgeier;42;12;un
Altweltgeier;42;13;fliagt
Altweltgeier;42;14;net
Altweltgeier;42;15;züa
Altweltgeier;42;16;witt
Altweltgeier;42;17;zum
Altweltgeier;42;18;sech
Altweltgeier;42;19;ärnähra
Altweltgeier;42;20;.
Altweltgeier;43;1;d’r
Altweltgeier;43;2;Mänchsgaijer
Altweltgeier;43;3;esch
Altweltgeier;43;4;Gschlachtsriff
Altweltgeier;43;5;um
Altweltgeier;43;6;da
Altweltgeier;43;7;4
Altweltgeier;43;8;bis
Altweltgeier;43;9;5
Altweltgeier;43;10;Johr
Altweltgeier;43;11;,
Altweltgeier;43;12;ar
Altweltgeier;43;13;lägt
Altweltgeier;43;14;ai
Altweltgeier;43;15;Ai
Altweltgeier;43;16;pro
Altweltgeier;43;17;Johr
Altweltgeier;43;18;un
Altweltgeier;43;19;dàss
Altweltgeier;43;20;esch
Altweltgeier;43;21;üssbriadelt
Altweltgeier;43;22;àbwackselnd
Altweltgeier;43;23;durch
Altweltgeier;43;24;s’
Altweltgeier;43;25;Mannla
Altweltgeier;43;26;un
Altweltgeier;43;27;s’
Altweltgeier;43;28;Wiwla
Altweltgeier;43;29;.
Altweltgeier;44;1;En
Altweltgeier;44;2;55
Altweltgeier;44;3;Tag
Altweltgeier;44;4;schlupft
Altweltgeier;44;5;da
Altweltgeier;44;6;Junggaijer
Altweltgeier;44;7;üss
Altweltgeier;44;8;un
Altweltgeier;44;9;müas
Altweltgeier;44;10;110
Altweltgeier;44;11;bis
Altweltgeier;44;12;120
Altweltgeier;44;13;Tag
Altweltgeier;44;14;naschta
Altweltgeier;44;15;.
Altweltgeier;45;1;D'r
Altweltgeier;45;2;Mänchsgaijer
Altweltgeier;45;3;esch
Altweltgeier;45;4;en
Altweltgeier;45;5;Südeuropa
Altweltgeier;45;6;un
Altweltgeier;45;7;en
Altweltgeier;45;8;Zentràlàsia
Altweltgeier;45;9;verbraitet
Altweltgeier;45;10;.
Altweltgeier;46;1;Hettzutàgs
Altweltgeier;46;2;fendet
Altweltgeier;46;3;ma
Altweltgeier;46;4;na
Altweltgeier;46;5;wedder
Altweltgeier;46;6;vu
