corpus_name;sentence_position;word_position;value;postag_name;confidence_score
Hoflieferant_p53;3;7;gfasst;VERB;100
Hoflieferant_p53;3;8;,;PUNCT;100
Hoflieferant_p53;3;9;nur;ADV;100
Hoflieferant_p53;3;10;die;DET;100
Hoflieferant_p53;3;11;Frau;NOUN;100
Hoflieferant_p53;3;12;ze;ADP;100
Hoflieferant_p53;3;13;hierothe;VERB;100
Hoflieferant_p53;3;14;,;PUNCT;100
Hoflieferant_p53;3;15;wie;PRON;100
Hoflieferant_p53;3;16;mir;PRON;100
Hoflieferant_p53;3;17;passt;VERB;100
Hoflieferant_p53;3;18;.;PUNCT;100
Hoflieferant_p53;4;1;Bravo;INTJ;100
Hoflieferant_p53;4;2;,;PUNCT;100
Hoflieferant_p53;4;3;Auguste;PROPN;100
Hoflieferant_p53;4;4;,;PUNCT;100
Hoflieferant_p53;4;5;ganz;ADV;100
Hoflieferant_p53;4;6;vun;ADP;100
Hoflieferant_p53;4;7;minere;DET;100
Hoflieferant_p53;4;8;Meinung;NOUN;100
Hoflieferant_p53;4;9;!;PUNCT;100
Hoflieferant_p53;5;1;Dini;DET;100
Hoflieferant_p53;5;2;Aprobation;NOUN;100
Hoflieferant_p53;5;3;brücht;VERB;100
Hoflieferant_p53;5;4;'r;PRON;100
Hoflieferant_p53;5;5;allewäj;ADV;100
Hoflieferant_p53;5;6;!;PUNCT;100
Hoflieferant_p53;6;1;Ich;PRON;100
Hoflieferant_p53;6;2;mach;VERB;100
Hoflieferant_p53;6;3;'s;PRON;100
Hoflieferant_p53;6;4;également;ADV;100
Hoflieferant_p53;6;5;eso;CONJ;100
Hoflieferant_p53;6;6;.;PUNCT;100
Hoflieferant_p53;7;1;Bravo;INTJ;100
Hoflieferant_p53;7;2;!;PUNCT;100
Hoflieferant_p53;8;1;Alls;ADV;100
Hoflieferant_p53;8;2;besser;ADJ;100
Hoflieferant_p53;8;3;!;PUNCT;100
Hoflieferant_p53;9;1;Eh;X;100
Hoflieferant_p53;9;2;bien;X;100
Hoflieferant_p53;9;3;,;PUNCT;100
Hoflieferant_p53;9;4;ich;PRON;100
Hoflieferant_p53;9;5;garantier;VERB;100
Hoflieferant_p53;9;6;Ejch;PRON;100
Hoflieferant_p53;9;7;,;PUNCT;100
Hoflieferant_p53;9;8;dass;SCONJ;100
Hoflieferant_p53;9;9;Ihr;PRON;100
Hoflieferant_p53;9;10;mine;DET;100
Hoflieferant_p53;9;11;Wille;NOUN;100
Hoflieferant_p53;9;12;reschpektiere;VERB;100
Hoflieferant_p53;9;13;wäre;AUX;100
Hoflieferant_p53;9;14;!;PUNCT;100
Hoflieferant_p53;10;1;Du;PRON;100
Hoflieferant_p53;10;2;,;PUNCT;100
Hoflieferant_p53;10;3;Auguste;PROPN;100
Hoflieferant_p53;10;4;,;PUNCT;100
Hoflieferant_p53;10;5;hierotsch;VERB;100
Hoflieferant_p53;10;6;d';DET;100
Hoflieferant_p53;10;7;mademoiselle;NOUN;100
Hoflieferant_p53;10;8;Riemer;PROPN;100
Hoflieferant_p53;10;9;.;PUNCT;100
Hoflieferant_p53;11;1;Papa;NOUN;100
Hoflieferant_p53;11;2;niemols;ADV;100
Hoflieferant_p53;11;3;!;PUNCT;100
Hoflieferant_p53;12;1;Unn;CONJ;100
Hoflieferant_p53;12;2;wenn;SCONJ;100
Hoflieferant_p53;12;3;du;PRON;100
Hoflieferant_p53;12;4;bis;ADP;100
Hoflieferant_p53;12;5;an;ADP;100
Hoflieferant_p53;12;6;de;DET;100
Hoflieferant_p53;12;7;plafond;NOUN;100
Hoflieferant_p53;12;8;springsch;VERB;100
Hoflieferant_p53;12;9;!;PUNCT;100
Hoflieferant_p53;13;1;Fallt;VERB;100
Hoflieferant_p53;13;2;m'r;PRON;100
Hoflieferant_p53;13;3;nit;PART;100
Hoflieferant_p53;13;4;in;ADP;100
Hoflieferant_p53;13;5;so;ADV;100
Hoflieferant_p53;13;6;hoch;ADJ;100
Hoflieferant_p53;13;7;ze;ADP;100
Hoflieferant_p53;13;8;springe;VERB;100
Hoflieferant_p53;13;9;!;PUNCT;100
Hoflieferant_p53;14;1;Geh;VERB;100
Hoflieferant_p53;14;2;e;DET;100
Hoflieferant_p53;14;3;Gottsnamme;NOUN;100
Hoflieferant_p53;14;4;im;ADP;100
Hoflieferant_p53;14;5;Deifel;NOUN;100
Hoflieferant_p53;14;6;zue;ADP;100
Hoflieferant_p53;14;7;,;PUNCT;100
Hoflieferant_p53;14;8;no;ADV;100
Hoflieferant_p53;14;9;rennsch;VERB;100
Hoflieferant_p53;14;10;au;ADV;100
Hoflieferant_p53;14;11;kein;DET;100
Hoflieferant_p53;14;12;Heiliger;NOUN;100
Hoflieferant_p53;14;13;um;ADP;100
Hoflieferant_p53;14;14;!;PUNCT;100
Hoflieferant_p53;15;1;Awwer;CONJ;100
Hoflieferant_p53;15;2;,;PUNCT;100
Hoflieferant_p53;15;3;papa;NOUN;100
Hoflieferant_p53;15;4;!;PUNCT;100
Hoflieferant_p53;16;1;Toi;X;100
Hoflieferant_p53;16;2;,;PUNCT;100
Hoflieferant_p53;16;3;tais-toi;X;100
Hoflieferant_p53;16;4;!;PUNCT;100
Hoflieferant_p53;17;1;Unn;CONJ;100
Hoflieferant_p53;17;2;du;PRON;100
Hoflieferant_p53;17;3;hierothsch;VERB;100
Hoflieferant_p53;17;4;de;DET;100
Hoflieferant_p53;17;5;Baron;PROPN;100
Hoflieferant_p53;17;6;de;PROPN;100
Hoflieferant_p53;17;7;Rose;PROPN;100
Hoflieferant_p53;17;8;,;PUNCT;100
Hoflieferant_p53;17;9;wie;PRON;100
Hoflieferant_p53;17;10;am;ADP;100
Hoflieferant_p53;17;11;Sundaa;NOUN;100
Hoflieferant_p53;17;12;uff;ADV;100
Hoflieferant_p53;17;13;Visit;NOUN;100
Hoflieferant_p53;17;14;kummt;VERB;100
Hoflieferant_p53;17;15;.;PUNCT;100
Hoflieferant_p53;18;1;Niemols;ADV;100
Hoflieferant_p53;18;2;,;PUNCT;100
Hoflieferant_p53;18;3;Babbe;NOUN;100
Hoflieferant_p53;18;4;!;PUNCT;100
Hoflieferant_p53;19;1;Niemols;ADV;100
Hoflieferant_p53;19;2;!;PUNCT;100
Hoflieferant_p53;20;1;So;ADV;100
Hoflieferant_p53;20;2;?;PUNCT;100
Hoflieferant_p53;21;1;Eh;X;100
Hoflieferant_p53;21;2;bien;X;100
Hoflieferant_p53;21;3;,;PUNCT;100
Hoflieferant_p53;21;4;ich;PRON;100
Hoflieferant_p53;21;5;will;VERB;100
Hoflieferant_p53;21;6;sehn;VERB;100
Hoflieferant_p53;21;7;,;PUNCT;100
Hoflieferant_p53;21;8;wer;PRON;100
Hoflieferant_p53;21;9;Herr;NOUN;100
Hoflieferant_p53;21;10;im;ADP;100
Hoflieferant_p53;21;11;Hüs;NOUN;100
Hoflieferant_p53;21;12;isch;VERB;100
Hoflieferant_p53;21;13;,;PUNCT;100
Hoflieferant_p53;21;14;ich;PRON;100
Hoflieferant_p53;21;15;odder;CONJ;100
Hoflieferant_p53;21;16;Ihr;PRON;100
Hoflieferant_p53;21;17;!;PUNCT;100
Hoflieferant_p53;22;1;O;INTJ;100
Hoflieferant_p53;22;2;,;PUNCT;100
Hoflieferant_p53;22;3;wie;CONJ;100
Hoflieferant_p53;22;4;bin;VERB;100
Hoflieferant_p53;22;5;ich;PRON;100
Hoflieferant_p53;22;6;unglüecklich;ADJ;100
Hoflieferant_p53;22;7;!;PUNCT;100
Hoflieferant_p53;23;1;Charles;PROPN;100
Hoflieferant_p53;23;2;,;PUNCT;100
Hoflieferant_p53;23;3;wenn;SCONJ;100
Hoflieferant_p53;23;4;du;PRON;100
Hoflieferant_p53;23;5;wüescht;VERB;100
Hoflieferant_p53;23;6;,;PUNCT;100
Hoflieferant_p53;23;7;wie;SCONJ;100
Hoflieferant_p53;23;8;ich;PRON;100
Hoflieferant_p53;23;9;dich;PRON;100
Hoflieferant_p53;23;10;gern;ADJ;100
Hoflieferant_p53;23;11;hab;VERB;100
Hoflieferant_p53;23;12;!;PUNCT;100
Hoflieferant_p53;24;1;Lisa;PROPN;100
Hoflieferant_p53;24;2;!;PUNCT;100
Hoflieferant_p53;25;1;Charles;PROPN;100
Hoflieferant_p53;25;2;,;PUNCT;100
Hoflieferant_p53;25;3;ich;PRON;100
Hoflieferant_p53;25;4;hab;AUX;100
Hoflieferant_p53;25;5;dich;PRON;100
Hoflieferant_p53;25;6;gar;ADV;100
Hoflieferant_p53;25;7;nit;PART;100
Hoflieferant_p53;25;8;erüs;ADV;100
Hoflieferant_p53;25;9;höre;VERB;100
Hoflieferant_p53;25;10;kumme;VERB;100
Hoflieferant_p53;25;11;.;PUNCT;100
Hoflieferant_p53;26;1;Du;PRON;100
Hoflieferant_p53;26;2;hesch;AUX;100
Hoflieferant_p53;26;3;doch;CONJ;100
Hoflieferant_p53;26;4;nit;PART;100
Hoflieferant_p53;26;5;ghört;VERB;100
Hoflieferant_p53;26;6;,;PUNCT;100
Hoflieferant_p53;26;7;was;PRON;100
Hoflieferant_p53;26;8;ich;PRON;100
Hoflieferant_p53;26;9;ewe;ADV;100
Hoflieferant_p53;26;10;do;ADV;100
Hoflieferant_p53;26;11;for;ADP;100
Hoflieferant_p53;26;12;mich;PRON;100
Hoflieferant_p53;26;13;gsaat;VERB;100
Hoflieferant_p53;26;14;hab;AUX;100
Hoflieferant_p53;26;15;?;PUNCT;100
recettes;1;1;D';DET;100
recettes;1;2;grìene;ADJ;100
recettes;1;3;Lìnse;NOUN;100
recettes;1;4;12;NUM;100
recettes;1;5;Stùnde;NOUN;100
recettes;1;6;làng;ADV;100
recettes;1;7;inweiche;VERB;100
recettes;1;8;lon;VERB;100
recettes;1;9;.;PUNCT;100
recettes;2;1;'s;DET;100
recettes;2;2;Gemìes;NOUN;100
recettes;2;3;ìn;ADP;100
recettes;2;4;kleini;ADJ;100
recettes;2;5;Vìereck;NOUN;100
recettes;2;6;odder;CONJ;100
recettes;2;7;Drejeck;NOUN;100
recettes;2;8;schniide;VERB;100
recettes;2;9;.;PUNCT;100
recettes;3;1;Sie;PRON;100
recettes;3;2;ìm;ADP;100
recettes;3;3;Bùtter;NOUN;100
recettes;3;4;schwìtze;VERB;100
recettes;3;5;lon;VERB;100
recettes;3;6;,;PUNCT;100
recettes;3;7;dànn;ADV;100
recettes;3;8;d';DET;100
recettes;3;9;Lìnse;NOUN;100
recettes;3;10;dezügenn;VERB;100
recettes;3;11;.;PUNCT;100
recettes;4;1;Ànderthàlb;NUM;100
recettes;4;2;sovìel;ADV;100
recettes;4;3;Wàsser;NOUN;100
recettes;4;4;dezüschìtte;VERB;100
recettes;4;5;ùn;CONJ;100
recettes;4;6;e;DET;100
recettes;4;7;Stùnd;NOUN;100
recettes;4;8;làng;ADV;100
recettes;4;9;kechle;VERB;100
recettes;4;10;lon;VERB;100
recettes;4;11;.;PUNCT;100
recettes;5;1;De;DET;100
recettes;5;2;Làchs;NOUN;100
recettes;5;3;rìschte;VERB;100
recettes;5;4;ùn;CONJ;100
recettes;5;5;e;DET;100
recettes;5;6;Träschel;NOUN;100
recettes;5;7;geraicherter;ADJ;100
recettes;5;8;Speck;NOUN;100
recettes;5;9;ùm;ADP;100
recettes;5;10;jedes;DET;100
recettes;5;11;Filee;NOUN;100
recettes;5;12;rùmwìckle;VERB;100
recettes;5;13;.;PUNCT;100
recettes;6;1;De;DET;100
recettes;6;2;Rahm;NOUN;100
recettes;6;3;gùssàrtig;ADV;100
recettes;6;4;inkoche;VERB;100
recettes;6;5;lon;VERB;100
recettes;6;6;.;PUNCT;100
recettes;7;1;Mìt;ADP;100
recettes;7;2;Meerretti;NOUN;100
recettes;7;3;,;PUNCT;100
recettes;7;4;Sàlz;NOUN;100
recettes;7;5;ùn;CONJ;100
recettes;7;6;Pfeffer;NOUN;100
recettes;7;7;üss;ADP;100
recettes;7;8;de;DET;100
recettes;7;9;Mìehl;NOUN;100
recettes;7;10;ànmàche;VERB;100
recettes;7;11;.;PUNCT;100
recettes;8;1;D';DET;100
recettes;8;2;gespìckte;ADJ;100
recettes;8;3;Làchsfilee;NOUN;100
recettes;8;4;3;NUM;100
recettes;8;5;Minüte;NOUN;100
recettes;8;6;làng;ADV;100
recettes;8;7;ànbrote;VERB;100
recettes;8;8;.;PUNCT;100
recettes;9;1;Ùf;ADP;100
recettes;9;2;e;DET;100
recettes;9;3;Grìeni-Lìnse;NOUN;100
recettes;9;4;Bett;NOUN;100
recettes;9;5;leje;VERB;100
recettes;9;6;ùn;CONJ;100
recettes;9;7;d';DET;100
recettes;9;8;Sauce;NOUN;100
recettes;9;9;drùm;ADV;100
recettes;9;10;erùm;ADP;100
recettes;9;11;nàppìere;VERB;100
recettes;9;12;.;PUNCT;100
recettes;10;1;Mìteme;ADP;100
recettes;10;2;bìssele;NOUN;100
recettes;10;3;Kerwelskrüt;NOUN;100
recettes;10;4;,;PUNCT;100
recettes;10;5;Tomàte-Wìrfel;NOUN;100
recettes;10;6;ùn;CONJ;100
recettes;10;7;zwei;NUM;100
recettes;10;8;Gemìes-Strissle;NOUN;100
recettes;10;9;denäwe;ADV;100
recettes;10;10;zìere;VERB;100
recettes;10;11;.;PUNCT;100
recettes;11;1;D';DET;100
recettes;11;2;Spàrichle;NOUN;100
recettes;11;3;schäle;VERB;100
recettes;11;4;ùn;CONJ;100
recettes;11;5;d';DET;100
recettes;11;6;grìene;ADJ;100
recettes;11;7;Spìtze;NOUN;100
recettes;11;8;sowie;CONJ;100
recettes;11;9;'s;DET;100
recettes;11;10;zàrte;ADJ;100
recettes;11;11;Teil;NOUN;100
recettes;11;12;vùm;ADP;100
recettes;11;13;Stìel;NOUN;100
recettes;11;14;bhàlte;VERB;100
recettes;11;15;.;PUNCT;100
recettes;12;1;Se;PRON;100
recettes;12;2;wäsche;VERB;100
recettes;12;3;ùn;CONJ;100
recettes;12;4;se;PRON;100
recettes;12;5;ìn;ADP;100
recettes;12;6;2;NUM;100
recettes;12;7;cm-làngi;ADJ;100
recettes;12;8;Stìckle;NOUN;100
recettes;12;9;schniide;VERB;100
recettes;12;10;.;PUNCT;100
recettes;13;1;D';DET;100
recettes;13;2;Spàrichle;NOUN;100
recettes;13;3;ìn;ADP;100
recettes;13;4;e;DET;100
recettes;13;5;Sìbb;NOUN;100
recettes;13;6;üss;ADP;100
recettes;13;7;Metàll;NOUN;100
recettes;13;8;màche;VERB;100
recettes;13;9;ùn;CONJ;100
recettes;13;10;àlles;PRON;100
recettes;13;11;zàmme;ADV;100
recettes;13;12;5;NUM;100
recettes;13;13;Minüte;NOUN;100
recettes;13;14;làng;ADV;100
recettes;13;15;ìn;ADP;100
recettes;13;16;kochendem;ADJ;100
recettes;13;17;Sàlzwàsser;NOUN;100
recettes;13;18;àbkoche;VERB;100
recettes;13;19;.;PUNCT;100
recettes;14;1;Se;PRON;100
recettes;14;2;àbtropfe;VERB;100
recettes;14;3;lon;VERB;100
recettes;14;4;,;PUNCT;100
recettes;14;5;àbkìehle;VERB;100
recettes;14;6;,;PUNCT;100
recettes;14;7;wìdder;ADV;100
recettes;14;8;àbtropfe;VERB;100
recettes;14;9;lon;VERB;100
recettes;14;10;.;PUNCT;100
recettes;15;1;Ìnere;ADP;100
recettes;15;2;Form;NOUN;100
recettes;15;3;'s;DET;100
recettes;15;4;Mëhl;NOUN;100
recettes;15;5;mìt;ADP;100
recettes;15;6;de;DET;100
recettes;15;7;Eier;NOUN;100
recettes;15;8;beàrweite;VERB;100
recettes;15;9;,;PUNCT;100
recettes;15;10;mìt;ADP;100
recettes;15;11;de;DET;100
recettes;15;12;Mìlich;NOUN;100
recettes;15;13;ùn'em;CONJ;100
recettes;15;14;licht;ADV;100
recettes;15;15;gschmolzene;ADJ;100
recettes;15;16;Bùtter;NOUN;100
recettes;15;17;ànrìehre;VERB;100
recettes;15;18;,;PUNCT;100
recettes;15;19;sàlze;VERB;100
recettes;15;20;,;PUNCT;100
recettes;15;21;pfeffere;VERB;100
recettes;15;22;,;PUNCT;100
recettes;15;23;Mùschkàtnùss;NOUN;100
recettes;15;24;dezügenn;VERB;100
recettes;15;25;.;PUNCT;100
recettes;16;1;De;DET;100
recettes;16;2;Bodde;NOUN;100
recettes;16;3;vùnere;ADP;100
recettes;16;4;Plàtt;NOUN;100
recettes;16;5;mìt;ADP;100
recettes;16;6;Bùtter;NOUN;100
recettes;16;7;inschmìere;VERB;100
recettes;16;8;,;PUNCT;100
recettes;16;9;d';DET;100
recettes;16;10;Spàrichle-Stìckle;NOUN;100
recettes;16;11;scheen;ADV;100
recettes;16;12;ànneleje;VERB;100
recettes;16;13;,;PUNCT;100
recettes;16;14;de;DET;100
recettes;16;15;Teig;NOUN;100
recettes;16;16;drìwwer;ADV;100
recettes;16;17;màche;VERB;100
recettes;16;18;ùn;CONJ;100
recettes;16;19;ìn;ADP;100
recettes;16;20;heissem;ADJ;100
recettes;16;21;Offe;NOUN;100
recettes;16;22;210°;NUM;100
recettes;16;23;(;PUNCT;100
recettes;16;24;th7;NUM;100
recettes;16;25;);PUNCT;100
recettes;16;26;35;NUM;100
recettes;16;27;bis;ADP;100
recettes;16;28;40;NUM;100
recettes;16;29;Minüte;NOUN;100
recettes;16;30;koche;VERB;100
recettes;16;31;lon;VERB;100
recettes;16;32;.;PUNCT;100
recettes;17;1;d';DET;100
recettes;17;2;Erdbeere;NOUN;100
recettes;17;3;wäsche;VERB;100
recettes;17;4;,;PUNCT;100
recettes;17;5;entstìele;VERB;100
recettes;17;6;ùn;CONJ;100
recettes;17;7;ìn;ADP;100
recettes;17;8;Vìertel;NOUN;100
recettes;17;9;schniide;VERB;100
recettes;17;10;.;PUNCT;100
recettes;18;1;Fer;ADP;100
recettes;18;2;de;DET;100
recettes;18;3;Sabayon;NOUN;100
recettes;18;4;:;PUNCT;100
recettes;18;5;ìnere;ADP;100
recettes;18;6;Kàssroll;NOUN;100
recettes;18;7;mìt;ADP;100
recettes;18;8;dìckem;ADJ;100
recettes;18;9;Bodde;NOUN;100
recettes;18;10;(;PUNCT;100
recettes;18;11;odder;CONJ;100
recettes;18;12;Wàsserbàd;NOUN;100
recettes;18;13;);PUNCT;100
recettes;18;14;d';DET;100
recettes;18;15;Eigelbe;NOUN;100
recettes;18;16;ùn;CONJ;100
recettes;18;17;de;DET;100
recettes;18;18;Puderzùcker;NOUN;100
recettes;18;19;schlaawe;VERB;100
recettes;18;20;.;PUNCT;100
recettes;19;1;Schlaawe;VERB;100
recettes;19;2;bis;ADP;100
recettes;19;3;dàss;SCONJ;100
recettes;19;4;es;PRON;100
recettes;19;5;wiss;ADJ;100
recettes;19;6;wùrd;VERB;100
recettes;19;7;.;PUNCT;100
recettes;20;1;Zwei;NUM;100
recettes;20;2;Sùppeleffel;NOUN;100
recettes;20;3;Wisswin;NOUN;100
recettes;20;4;dezügenn;VERB;100
recettes;20;5;ùn;CONJ;100
recettes;20;6;wittersch;ADV;100
recettes;20;7;zuem;ADP;100
recettes;20;8;e;DET;100
recettes;20;9;Schüm;NOUN;100
recettes;20;10;schlaawe;VERB;100
recettes;20;11;.;PUNCT;100
recettes;21;1;Licht;ADV;100
recettes;21;2;ànkoche;VERB;100
recettes;21;3;lon;VERB;100
recettes;21;4;(;PUNCT;100
recettes;21;5;odder;CONJ;100
recettes;21;6;ìm;ADP;100
recettes;21;7;Wàsserbàd;NOUN;100
recettes;21;8;);PUNCT;100
recettes;21;9;ùn;CONJ;100
recettes;21;10;debi;ADV;100
recettes;21;11;wittersch;ADV;100
recettes;21;12;schlaawe;VERB;100
recettes;21;13;.;PUNCT;100
recettes;22;1;Nooch;ADJ;100
recettes;22;2;ùn;CONJ;100
recettes;22;3;nooch;ADJ;100
recettes;22;4;de;DET;100
recettes;22;5;Rescht;NOUN;100
recettes;22;6;Wisswin;NOUN;100
recettes;22;7;dezügenn;VERB;100
recettes;22;8;.;PUNCT;100
recettes;23;1;D';DET;100
recettes;23;2;Mìschùng;NOUN;100
recettes;23;3;muess;VERB;100
recettes;23;4;schümisch;ADJ;100
recettes;23;5;wëre;VERB;100
recettes;23;6;ùn;CONJ;100
recettes;23;7;sich;PRON;100
recettes;23;8;verdopple;VERB;100
recettes;23;9;,;PUNCT;100
recettes;23;10;sie;PRON;100
recettes;23;11;muess;VERB;100
recettes;23;12;àwwer;CONJ;100
recettes;23;13;nìt;PART;100
recettes;23;14;àbkoche;VERB;100
recettes;23;15;.;PUNCT;100
recettes;24;1;Vùm;ADP;100
recettes;24;2;Fiir;NOUN;100
recettes;24;3;ewegnamme;VERB;100
recettes;24;4;soboel;CONJ;100
recettes;24;5;dàss;SCONJ;100
recettes;24;6;de;DET;100
recettes;24;7;Sabayon;NOUN;100
recettes;24;8;dìck;ADJ;100
recettes;24;9;genue;ADV;100
recettes;24;10;wùrre;VERB;100
recettes;24;11;ìsch;AUX;100
recettes;24;12;,;PUNCT;100
recettes;24;13;kàlt;ADJ;100
recettes;24;14;lon;VERB;100
recettes;24;15;wëre;VERB;100
recettes;24;16;.;PUNCT;100
recettes;25;1;Ìn;ADP;100
recettes;25;2;e;DET;100
recettes;25;3;Sàlàdschìssel;NOUN;100
recettes;25;4;de;DET;100
recettes;25;5;Rahm;NOUN;100
recettes;25;6;ùn;CONJ;100
recettes;25;7;de;DET;100
recettes;25;8;Vanill-Zùcker;NOUN;100
recettes;25;9;schìtte;VERB;100
recettes;25;10;.;PUNCT;100
recettes;26;1;Zuere;ADP;100
recettes;26;2;e;DET;100
recettes;26;3;Chantilly;NOUN;100
recettes;26;4;schlaawe;VERB;100
recettes;26;5;ùn;CONJ;100
recettes;26;6;mìtem;ADP;100
recettes;26;7;kàlte;ADJ;100
recettes;26;8;Sabayon;NOUN;100
recettes;26;9;mìsche;VERB;100
recettes;26;10;.;PUNCT;100
recettes;27;1;d';DET;100
recettes;27;2;Rhàbàrwer-Stìckle;NOUN;100
recettes;27;3;koche;VERB;100
recettes;27;4;.;PUNCT;100
recettes;28;1;Se;PRON;100
recettes;28;2;ìn;ADP;100
recettes;28;3;kleini;ADJ;100
recettes;28;4;Pfannele;NOUN;100
recettes;28;5;odder;CONJ;100
recettes;28;6;ìn;ADP;100
recettes;28;7;kleini;ADJ;100
recettes;28;8;Plättle;NOUN;100
recettes;28;9;leje;VERB;100
recettes;28;10;,;PUNCT;100
recettes;28;11;dànn;ADV;100
recettes;28;12;d';DET;100
recettes;28;13;Erdbeere;NOUN;100
recettes;28;14;drùff;ADV;100
recettes;28;15;leje;VERB;100
recettes;28;16;.;PUNCT;100
recettes;29;1;Mìtem;ADP;100
recettes;29;2;Sabayon;NOUN;100
recettes;29;3;ìwwerzìehje;VERB;100
recettes;29;4;ùn;CONJ;100
recettes;29;5;mìt;ADP;100
recettes;29;6;de;DET;100
recettes;29;7;g'hobelte;ADJ;100
recettes;29;8;Màndle;NOUN;100
recettes;29;9;bstraie;VERB;100
recettes;29;10;.;PUNCT;100
wikipedia1;1;1;S;DET;100
wikipedia1;1;2;elsassischa;ADJ;100
wikipedia1;1;3;Museum;NOUN;100
wikipedia1;1;4;vu;ADP;100
wikipedia1;1;5;Stroßburri;PROPN;100
wikipedia1;1;6;ìsch;VERB;100
wikipedia1;1;7;a;DET;100
wikipedia1;1;8;Volkstum-Museum;NOUN;100
wikipedia1;1;9;.;PUNCT;100
wikipedia1;2;1;S;DET;100
wikipedia1;2;2;Lawa;NOUN;100
wikipedia1;2;3;ìm;ADP;100
wikipedia1;2;4;Elsàss;PROPN;100
wikipedia1;2;5;ìn;ADP;100
wikipedia1;2;6;da;DET;100
wikipedia1;2;7;XVIII.;NUM;100
wikipedia1;2;8;un;CONJ;100
wikipedia1;2;9;XIX.;NUM;100
wikipedia1;2;10;Johrhundert;NOUN;100
wikipedia1;2;11;wìrd;AUX;100
wikipedia1;2;12;do;ADV;100
wikipedia1;2;13;zeigt;VERB;100
wikipedia1;2;14;,;PUNCT;100
wikipedia1;2;15;dur;ADP;100
wikipedia1;2;16;Tràchta;NOUN;100
wikipedia1;2;17;,;PUNCT;100
wikipedia1;2;18;Meewel;NOUN;100
wikipedia1;2;19;,;PUNCT;100
wikipedia1;2;20;Täpfa;NOUN;100
wikipedia1;2;21;,;PUNCT;100
wikipedia1;2;22;Spìelzig;NOUN;100
wikipedia1;2;23;,;PUNCT;100
wikipedia1;2;24;Bìlder;NOUN;100
wikipedia1;2;25;,;PUNCT;100
wikipedia1;2;26;Stuwa;NOUN;100
wikipedia1;2;27;un;CONJ;100
wikipedia1;2;28;Àtelier;NOUN;100
wikipedia1;2;29;wo;PRON;100
wikipedia1;2;30;nohgmàcht;VERB;100
wikipedia1;2;31;worra;AUX;100
wikipedia1;2;32;sìn;AUX;100
wikipedia1;2;33;.;PUNCT;100
wikipedia1;3;1;S;DET;100
wikipedia1;3;2;elsassischa;ADJ;100
wikipedia1;3;3;Museum;NOUN;100
wikipedia1;3;4;hàt;VERB;100
wikipedia1;3;5;aui;ADV;100
wikipedia1;3;6;,;PUNCT;100
wikipedia1;3;7;zitter;ADP;100
wikipedia1;3;8;'m;DET;100
wikipedia1;3;9;Ààfàng;NOUN;100
wikipedia1;3;10;,;PUNCT;100
wikipedia1;3;11;a;DET;100
wikipedia1;3;12;großa;ADJ;100
wikipedia1;3;13;Sàmmlung;NOUN;100
wikipedia1;3;14;wo-n-ìhm;PRON;100
wikipedia1;3;15;d;DET;100
wikipedia1;3;16;Société;X;100
wikipedia1;3;17;d';X;100
wikipedia1;3;18;Histoire;X;100
wikipedia1;3;19;des;X;100
wikipedia1;3;20;Israélites;X;100
wikipedia1;3;21;d';X;100
wikipedia1;3;22;Alsace;X;100
