corpus_id;sentence_position;word_position;value;postag_id;confidence_score;user_id
1;11;8;'s;12;10;1
1;11;9;zàrte;6;10;1
1;11;10;Teil;4;10;1
1;11;11;vùm;5;10;1
1;11;12;Stìel;5;10;1
1;11;13;bhàlte;6;10;1
1;11;14;.;15;10;1
1;12;1;Se;12;10;1
1;12;1;wäsche;6;10;1
1;12;2;ùn;9;10;1
1;12;3;se;12;10;1
1;12;4;ìn;7;10;1
1;12;5;2;11;10;1
1;12;6;cm-làngi;1;10;1
1;12;7;Stìckle;4;10;1
1;12;8;schniide;6;10;1
1;12;9;.;15;10;1
1;13;1;D';10;10;1
1;13;1;Spàrichle;4;10;1
1;13;2;ìn;7;10;1
1;13;3;e;10;10;1
1;13;4;Sìbb;4;10;1
1;13;5;üss;7;10;1
1;13;6;Metàll;5;10;1
1;13;7;màche;6;10;1
1;13;8;ùn;9;10;1
1;13;9;àlles;1;10;1
1;13;10;zàmme;1;10;1
1;13;11;5;11;10;1
1;13;12;Minüte;4;10;1
1;13;13;làng;6;10;1
1;13;14;ìn;7;10;1
1;13;15;kochendem;1;10;1
1;13;16;Sàlzwàsser;4;10;1
1;13;17;àbkoche;6;10;1
1;13;18;.;15;10;1
1;14;1;Se;12;10;1
1;14;1;àbtropfe;6;10;1
1;14;2;lon;4;10;1
1;14;3;,;15;10;1
1;14;4;àbkìehle;6;10;1
1;14;5;,;15;10;1
1;14;6;wìdder;1;10;1
1;14;7;àbtropfe;1;10;1
1;14;8;lon;4;10;1
1;14;9;.;15;10;1
1;15;1;Ìnere;1;10;1
1;15;1;Form;4;10;1
1;15;2;'s;12;10;1
1;15;3;Mëhl;4;10;1
1;15;4;mìt;7;10;1
1;15;5;de;5;10;1
1;15;6;Eier;4;10;1
1;15;7;beàrweite;6;10;1
1;15;8;,;15;10;1
1;15;9;mìt;7;10;1
1;15;10;de;5;10;1
1;15;11;Mìlich;5;10;1
1;15;12;ùn'em;6;10;1
1;15;13;licht;1;10;1
1;15;14;gschmolzene;1;10;1
1;15;15;Bùtter;4;10;1
1;15;16;ànrìehre;6;10;1
1;15;17;,;15;10;1
1;15;18;sàlze;6;10;1
1;15;19;,;15;10;1
1;15;20;pfeffere;6;10;1
1;15;21;,;15;10;1
1;15;22;Mùschkàtnùss;4;10;1
1;15;23;dezügenn;6;10;1
1;15;24;.;15;10;1
1;16;1;De;10;10;1
1;16;1;Bodde;4;10;1
1;16;2;vùnere;1;10;1
1;16;3;Plàtt;4;10;1
1;16;4;mìt;7;10;1
1;16;5;Bùtter;4;10;1
1;16;6;inschmìere;1;10;1
1;16;7;,;15;10;1
1;16;8;d';10;10;1
1;16;9;Spàrichle-Stìckle;4;10;1
1;16;10;scheen;1;10;1
1;16;11;ànneleje;6;10;1
1;16;12;,;15;10;1
1;16;13;de;5;10;1
1;16;14;Teig;5;10;1
1;16;15;drìwwer;1;10;1
1;16;16;màche;6;10;1
1;16;17;ùn;9;10;1
1;16;18;ìn;7;10;1
1;16;19;heissem;1;10;1
1;16;20;Offe;4;10;1
1;16;21;210°;11;10;1
1;16;22;(;11;10;1
1;16;23;th7;11;10;1
1;16;24;);11;10;1
1;16;25;35;11;10;1
1;16;26;bis;7;10;1
1;16;27;40;11;10;1
1;16;28;Minüte;4;10;1
1;16;29;koche;6;10;1
1;16;30;lon;5;10;1
1;16;31;.;15;10;1
1;17;1;d';10;10;1
1;17;1;Erdbeere;4;10;1
1;17;2;wäsche;6;10;1
1;17;3;,;15;10;1
1;17;4;entstìele;6;10;1
1;17;5;ùn;9;10;1
1;17;6;ìn;7;10;1
1;17;7;Vìertel;5;10;1
1;17;8;schniide;6;10;1
1;17;9;.;15;10;1
1;18;1;Fer;7;10;1
1;18;1;de;5;10;1
1;18;2;Sabayon;5;10;1
1;18;3;:;15;10;1
1;18;4;ìnere;1;10;1
1;18;5;Kàssroll;4;10;1
1;18;6;mìt;7;10;1
1;18;7;dìckem;1;10;1
1;18;8;Bodde;4;10;1
1;18;9;(;11;10;1
1;18;10;odder;9;10;1
1;18;11;Wàsserbàd;5;10;1
1;18;12;);6;10;1
1;18;13;d';10;10;1
1;18;14;Eigelbe;4;10;1
1;18;15;ùn;9;10;1
1;18;16;de;5;10;1
1;18;17;Puderzùcker;5;10;1
1;18;18;schlaawe;6;10;1
1;18;19;.;15;10;1
1;19;1;Schlaawe;5;10;1
1;19;1;bis;7;10;1
1;19;2;dàss;S9;10;1
1;19;3;es;12;10;1
1;19;4;wiss;17;10;1
1;19;5;wùrd;17;10;1
1;19;6;.;15;10;1
1;20;1;Zwei;11;10;1
1;20;1;Sùppeleffel;4;10;1
1;20;2;Wisswin;4;10;1
1;20;3;dezügenn;1;10;1
1;20;4;ùn;9;10;1
1;20;5;wittersch;1;10;1
1;20;6;zuem;1;10;1
1;20;7;e;10;10;1
1;20;8;Schüm;4;10;1
1;20;9;schlaawe;6;10;1
1;20;10;.;15;10;1
1;21;1;Licht;4;10;1
1;21;1;ànkoche;6;10;1
1;21;2;lon;5;10;1
1;21;3;(;11;10;1
1;21;4;odder;9;10;1
1;21;5;ìm;7;10;1
1;21;6;Wàsserbàd;4;10;1
1;21;7;);5;10;1
1;21;8;ùn;9;10;1
1;21;9;debi;5;10;1
1;21;10;wittersch;1;10;1
1;21;11;schlaawe;6;10;1
1;21;12;.;15;10;1
1;22;1;Nooch;5;10;1
1;22;1;ùn;9;10;1
1;22;2;nooch;17;10;1
1;22;3;de;17;10;1
1;22;4;Rescht;17;10;1
1;22;5;Wisswin;17;10;1
1;22;6;dezügenn;17;10;1
1;22;7;.;15;10;1
1;23;1;D';10;10;1
1;23;1;Mìschùng;4;10;1
1;23;2;muess;2;10;1
1;23;3;schümisch;1;10;1
1;23;4;wëre;6;10;1
1;23;5;ùn;9;10;1
1;23;6;sich;12;10;1
1;23;7;verdopple;6;10;1
1;23;8;,;15;10;1
1;23;9;sie;12;10;1
1;23;10;muess;8;10;1
1;23;11;àwwer;1;10;1
1;23;12;nìt;13;10;1
1;23;13;àbkoche;6;10;1
1;23;14;.;15;10;1
1;24;1;Vùm;5;10;1
1;24;1;Fiir;5;10;1
1;24;2;ewegnamme;6;10;1
1;24;3;soboel;1;10;1
1;24;4;dàss;S9;10;1
1;24;5;de;5;10;1
1;24;6;Sabayon;5;10;1
1;24;7;dìck;1;10;1
1;24;8;genue;1;10;1
1;24;9;wùrre;1;10;1
1;24;10;ìsch;8;10;1
1;24;11;,;15;10;1
1;24;12;kàlt;6;10;1
1;24;13;lon;5;10;1
1;24;14;wëre;6;10;1
1;24;15;.;15;10;1
1;25;1;Ìn;7;10;1
1;25;1;e;10;10;1
1;25;2;Sàlàdschìssel;4;10;1
1;25;3;de;5;10;1
1;25;4;Rahm;5;10;1
1;25;5;ùn;9;10;1
1;25;6;de;5;10;1
1;25;7;Vanill-Zùcker;5;10;1
1;25;8;schìtte;6;10;1
1;25;9;.;15;10;1
1;26;1;Zuere;4;10;1
1;26;1;e;10;10;1
1;26;2;Chantilly;4;10;1
1;26;3;schlaawe;6;10;1
1;26;4;ùn;9;10;1
1;26;5;mìtem;1;10;1
1;26;6;kàlte;1;10;1
1;26;7;Sabayon;4;10;1
1;26;8;mìsche;6;10;1
1;26;9;.;15;10;1
1;27;1;d';10;10;1
1;27;1;Rhàbàrwer-Stìckle;4;10;1
1;27;2;koche;6;10;1
1;27;3;.;15;10;1
1;28;1;Se;12;10;1
1;28;1;ìn;7;10;1
1;28;2;kleini;1;10;1
1;28;3;Pfannele;4;10;1
1;28;4;odder;9;10;1
1;28;5;ìn;7;10;1
1;28;6;kleini;1;10;1
1;28;7;Plättle;4;10;1
1;28;8;leje;6;10;1
1;28;9;,;15;10;1
1;28;10;dànn;2;10;1
1;28;11;d';10;10;1
1;28;12;Erdbeere;4;10;1
1;28;13;drùff;6;10;1
1;28;14;leje;1;10;1
1;28;15;.;15;10;1
1;29;1;Mìtem;1;10;1
1;29;1;Sabayon;4;10;1
1;29;2;ìwwerzìehje;6;10;1
1;29;3;ùn;9;10;1
1;29;4;mìt;7;10;1
1;29;5;de;5;10;1
1;29;6;g'hobelte;1;10;1
1;29;7;Màndle;4;10;1
1;29;8;bstraie;6;10;1
1;29;9;.;15;10;1
1;1;1;D';10;10;1
1;1;2;grìene;1;10;1
1;1;3;Lìnse;1;10;1
1;1;4;12;11;10;1
1;1;5;Stùnde;4;10;1
1;1;6;làng;5;10;1
1;1;7;inweiche;4;10;1
1;1;8;lon;6;10;1
1;1;9;.;15;10;1
1;2;1;'s;12;10;1
1;2;1;Gemìes;6;10;1
1;2;2;ìn;7;10;1
1;2;3;kleini;5;10;1
1;2;4;Vìereck;4;10;1
1;2;5;odder;9;10;1
1;2;6;Drejeck;4;10;1
1;2;7;schniide;6;10;1
1;2;8;.;15;10;1
1;3;1;Sie;12;10;1
1;3;1;ìm;7;10;1
1;3;2;Bùtter;1;10;1
1;3;3;schwìtze;4;10;1
1;3;4;lon;6;10;1
1;3;5;,;15;10;1
1;3;6;dànn;2;10;1
1;3;7;d';10;10;1
1;3;8;Lìnse;1;10;1
1;3;9;dezügenn;4;10;1
1;3;10;.;15;10;1
1;4;1;Ànderthàlb;1;10;1
1;4;1;sovìel;1;10;1
1;4;2;Wàsser;4;10;1
1;4;3;dezüschìtte;1;10;1
1;4;4;ùn;9;10;1
1;4;5;e;1;10;1
1;4;6;Stùnd;5;10;1
1;4;7;làng;5;10;1
1;4;8;kechle;4;10;1
1;4;9;lon;6;10;1
1;4;10;.;15;10;1
1;5;1;De;5;10;1
1;5;1;Làchs;4;10;1
1;5;2;rìschte;1;10;1
1;5;3;ùn;9;10;1
1;5;4;e;1;10;1
1;5;5;Träschel;4;10;1
1;5;6;geraicherter;1;10;1
1;5;7;Speck;4;10;1
1;5;8;ùm;5;10;1
1;5;9;jedes;10;10;1
1;5;10;Filee;4;10;1
1;5;11;rùmwìckle;6;10;1
1;5;12;.;15;10;1
1;6;1;De;5;10;1
1;6;1;Rahm;4;10;1
1;6;2;gùssàrtig;1;10;1
1;6;3;inkoche;4;10;1
1;6;4;lon;6;10;1
1;6;5;.;15;10;1
1;7;1;Mìt;7;10;1
1;7;1;Meerretti;4;10;1
1;7;2;,;15;10;1
1;7;3;Sàlz;4;10;1
1;7;4;ùn;9;10;1
1;7;5;Pfeffer;4;10;1
1;7;6;üss;7;10;1
1;7;7;de;5;10;1
1;7;8;Mìehl;5;10;1
1;7;9;ànmàche;6;10;1
1;7;10;.;15;10;1
1;8;1;D';10;10;1
1;8;1;gespìckte;1;10;1
1;8;2;Làchsfilee;4;10;1
1;8;3;3;11;10;1
1;8;4;Minüte;4;10;1
1;8;5;làng;5;10;1
1;8;6;ànbrote;4;10;1
1;8;7;.;15;10;1
1;9;1;Ùf;5;10;1
1;9;1;e;6;10;1
1;9;2;Grìeni-Lìnse;1;10;1
1;9;3;Bett;4;10;1
1;9;4;leje;5;10;1
1;9;5;ùn;9;10;1
1;9;6;d';10;10;1
1;9;7;Sauce;4;10;1
1;9;8;drùm;2;10;1
1;9;9;erùm;7;10;1
1;9;10;nàppìere;6;10;1
1;9;11;.;15;10;1
1;10;1;Mìteme;4;10;1
1;10;1;bìssele;6;10;1
1;10;2;Kerwelskrüt;4;10;1
1;10;3;,;15;10;1
1;10;4;Tomàte-Wìrfel;4;10;1
1;10;5;ùn;9;10;1
1;10;6;zwei;11;10;1
1;10;7;Gemìes-Strissle;4;10;1
1;10;8;denäwe;6;10;1
1;10;9;zìere;1;10;1
1;10;10;.;15;10;1
1;11;1;D';10;10;1
1;11;1;Spàrichle;4;10;1
1;11;2;schäle;6;10;1
1;11;3;ùn;9;10;1
1;11;4;d';10;10;1
1;11;5;grìene;1;10;1
1;11;6;Spìtze;4;10;1
1;11;7;sowie;S9;10;1
1;11;8;'s;12;10;1
1;11;9;zàrte;1;10;1
1;11;10;Teil;4;10;1
1;11;11;vùm;5;10;1
1;11;12;Stìel;4;10;1
1;11;13;bhàlte;6;10;1
1;11;14;.;15;10;1
1;12;1;Se;1;10;1
1;12;1;wäsche;4;10;1
1;12;2;ùn;9;10;1
1;12;3;se;6;10;1
1;12;4;ìn;7;10;1
1;12;5;2;11;10;1
1;12;6;cm-làngi;4;10;1
1;12;7;Stìckle;5;10;1
1;12;8;schniide;6;10;1
1;12;9;.;15;10;1
1;13;1;D';10;10;1
1;13;1;Spàrichle;4;10;1
1;13;2;ìn;7;10;1
1;13;3;e;1;10;1
1;13;4;Sìbb;4;10;1
1;13;5;üss;7;10;1
1;13;6;Metàll;4;10;1
1;13;7;màche;1;10;1
1;13;8;ùn;9;10;1
1;13;9;àlles;1;10;1
1;13;10;zàmme;1;10;1
1;13;11;5;11;10;1
1;13;12;Minüte;4;10;1
1;13;13;làng;5;10;1
1;13;14;ìn;7;10;1
1;13;15;kochendem;1;10;1
1;13;16;Sàlzwàsser;4;10;1
1;13;17;àbkoche;4;10;1
1;13;18;.;15;10;1
1;14;1;Se;1;10;1
1;14;1;àbtropfe;4;10;1
1;14;2;lon;6;10;1
1;14;3;,;15;10;1
1;14;4;àbkìehle;4;10;1
1;14;5;,;15;10;1
1;14;6;wìdder;4;10;1
1;14;7;àbtropfe;6;10;1
1;14;8;lon;1;10;1
1;14;9;.;15;10;1
1;15;1;Ìnere;1;10;1
1;15;1;Form;4;10;1
1;15;2;'s;12;10;1
1;15;3;Mëhl;6;10;1
1;15;4;mìt;7;10;1
1;15;5;de;5;10;1
1;15;6;Eier;4;10;1
1;15;7;beàrweite;6;10;1
1;15;8;,;15;10;1
1;15;9;mìt;7;10;1
1;15;10;de;5;10;1
1;15;11;Mìlich;1;10;1
1;15;12;ùn'em;1;10;1
1;15;13;licht;1;10;1
1;15;14;gschmolzene;1;10;1
1;15;15;Bùtter;4;10;1
1;15;16;ànrìehre;6;10;1
1;15;17;,;15;10;1
1;15;18;sàlze;1;10;1
1;15;19;,;15;10;1
1;15;20;pfeffere;1;10;1
1;15;21;,;15;10;1
1;15;22;Mùschkàtnùss;1;10;1
1;15;23;dezügenn;4;10;1
1;15;24;.;15;10;1
1;16;1;De;5;10;1
1;16;1;Bodde;5;10;1
1;16;2;vùnere;6;10;1
1;16;3;Plàtt;4;10;1
1;16;4;mìt;7;10;1
1;16;5;Bùtter;4;10;1
1;16;6;inschmìere;6;10;1
1;16;7;,;15;10;1
1;16;8;d';10;10;1
1;16;9;Spàrichle-Stìckle;1;10;1
1;16;10;scheen;4;10;1
1;16;11;ànneleje;6;10;1
1;16;12;,;15;10;1
1;16;13;de;17;10;1
1;16;14;Teig;4;10;1
1;16;15;drìwwer;5;10;1
1;16;16;màche;6;10;1
1;16;17;ùn;9;10;1
1;16;18;ìn;7;10;1
1;16;19;heissem;1;10;1
1;16;20;Offe;4;10;1
1;16;21;210°;1;10;1
1;16;22;(;15;10;1
1;16;23;th7;1;10;1
1;16;24;);15;10;1
1;16;25;35;11;10;1
1;16;26;bis;9;10;1
1;16;27;40;11;10;1
1;16;28;Minüte;4;10;1
1;16;29;koche;6;10;1
1;16;30;lon;1;10;1
1;16;31;.;15;10;1
1;17;1;d';10;10;1
1;17;1;Erdbeere;4;10;1
1;17;2;wäsche;4;10;1
1;17;3;,;15;10;1
1;17;4;entstìele;1;10;1
1;17;5;ùn;9;10;1
1;17;6;ìn;7;10;1
1;17;7;Vìertel;4;10;1
1;17;8;schniide;6;10;1
1;17;9;.;15;10;1
1;18;1;Fer;7;10;1
1;18;1;de;5;10;1
1;18;2;Sabayon;5;10;1
1;18;3;:;15;10;1
1;18;4;ìnere;1;10;1
1;18;5;Kàssroll;4;10;1
1;18;6;mìt;7;10;1
1;18;7;dìckem;1;10;1
1;18;8;Bodde;4;10;1
1;18;9;(;15;10;1
1;18;10;odder;9;10;1
1;18;11;Wàsserbàd;6;10;1
1;18;12;);15;10;1
1;18;13;d';10;10;1
1;18;14;Eigelbe;4;10;1
1;18;15;ùn;9;10;1
1;18;16;de;5;10;1
1;18;17;Puderzùcker;4;10;1
1;18;18;schlaawe;1;10;1
1;18;19;.;15;10;1
1;19;1;Schlaawe;4;10;1
1;19;1;bis;7;10;1
1;19;2;dàss;S9;10;1
1;19;3;es;12;10;1
1;19;4;wiss;1;10;1
1;19;5;wùrd;6;10;1
1;19;6;.;15;10;1
1;20;1;Zwei;11;10;1
1;20;1;Sùppeleffel;4;10;1
1;20;2;Wisswin;4;10;1
1;20;3;dezügenn;1;10;1
1;20;4;ùn;9;10;1
1;20;5;wittersch;1;10;1
1;20;6;zuem;1;10;1
1;20;7;e;1;10;1
1;20;8;Schüm;4;10;1
1;20;9;schlaawe;1;10;1
1;20;10;.;15;10;1
1;21;1;Licht;4;10;1
1;21;1;ànkoche;4;10;1
1;21;2;lon;6;10;1
1;21;3;(;15;10;1
1;21;4;odder;9;10;1
1;21;5;ìm;7;10;1
1;21;6;Wàsserbàd;1;10;1
1;21;7;);15;10;1
1;21;8;ùn;9;10;1
1;21;9;debi;1;10;1
1;21;10;wittersch;1;10;1
1;21;11;schlaawe;4;10;1
1;21;12;.;15;10;1
1;22;1;Nooch;1;10;1
1;22;1;ùn;9;10;1
1;22;2;nooch;1;10;1
1;22;3;de;5;10;1
1;22;4;Rescht;1;10;1
1;22;5;Wisswin;4;10;1
1;22;6;dezügenn;6;10;1
1;22;7;.;15;10;1
1;23;1;D';10;10;1
1;23;1;Mìschùng;5;10;1
1;23;2;muess;5;10;1
1;23;3;schümisch;1;10;1
1;23;4;wëre;6;10;1
1;23;5;ùn;9;10;1
1;23;6;sich;12;10;1
1;23;7;verdopple;6;10;1
1;23;8;,;15;10;1
1;23;9;sie;12;10;1
1;23;10;muess;6;10;1
1;23;11;àwwer;5;10;1
1;23;12;nìt;13;10;1
1;23;13;àbkoche;4;10;1
1;23;14;.;15;10;1
1;24;1;Vùm;5;10;1
1;24;1;Fiir;5;10;1
1;24;2;ewegnamme;6;10;1
1;24;3;soboel;5;10;1
1;24;4;dàss;9;10;1
1;24;5;de;5;10;1
1;24;6;Sabayon;5;10;1
1;24;7;dìck;5;10;1
1;24;8;genue;4;10;1
1;24;9;wùrre;6;10;1
1;24;10;ìsch;8;10;1
1;24;11;,;15;10;1
1;24;12;kàlt;6;10;1
1;24;13;lon;5;10;1
1;24;14;wëre;6;10;1
1;24;15;.;15;10;1
1;25;1;Ìn;7;10;1
1;25;1;e;1;10;1
1;25;2;Sàlàdschìssel;4;10;1
1;25;3;de;5;10;1
1;25;4;Rahm;4;10;1
1;25;5;ùn;9;10;1
1;25;6;de;5;10;1
1;25;7;Vanill-Zùcker;4;10;1
1;25;8;schìtte;6;10;1
1;25;9;.;15;10;1
1;26;1;Zuere;1;10;1
1;26;1;e;1;10;1
1;26;2;Chantilly;5;10;1
1;26;3;schlaawe;1;10;1
1;26;4;ùn;9;10;1
1;26;5;mìtem;1;10;1
1;26;6;kàlte;1;10;1
1;26;7;Sabayon;4;10;1
1;26;8;mìsche;6;10;1
1;26;9;.;15;10;1
1;27;1;d';10;10;1
1;27;1;Rhàbàrwer-Stìckle;5;10;1
1;27;2;koche;6;10;1
1;27;3;.;15;10;1
1;28;1;Se;1;10;1
1;28;1;ìn;7;10;1
1;28;2;kleini;5;10;1
1;28;3;Pfannele;5;10;1
1;28;4;odder;9;10;1
1;28;5;ìn;7;10;1
1;28;6;kleini;5;10;1
1;28;7;Plättle;4;10;1
1;28;8;leje;5;10;1
1;28;9;,;15;10;1
1;28;10;dànn;2;10;1
1;28;11;d';10;10;1
1;28;12;Erdbeere;4;10;1
1;28;13;drùff;6;10;1
1;28;14;leje;5;10;1
1;28;15;.;15;10;1
1;29;1;Mìtem;1;10;1
1;29;1;Sabayon;4;10;1
1;29;2;ìwwerzìehje;5;10;1
1;29;3;ùn;9;10;1
1;29;4;mìt;7;10;1
1;29;5;de;5;10;1
1;29;6;g'hobelte;6;10;1
1;29;7;Màndle;1;10;1
1;29;8;bstraie;4;10;1
1;29;9;.;15;10;1
2;1;1;S;17;10;1
2;1;2;elsassischa;1;10;1
2;1;3;Museum;4;10;1
2;1;4;vu;7;10;1
2;1;5;Stroßburri;5;10;1
2;1;6;ìsch;8;10;1
2;1;7;a;10;10;1
2;1;8;Volkstum-Museum;4;10;1
2;1;9;.;15;10;1
2;2;1;S;17;10;1
2;2;1;Lawa;4;10;1
2;2;2;ìm;7;10;1
2;2;3;Elsàss;4;10;1
2;2;4;ìn;7;10;1
2;2;5;da;10;10;1
2;2;6;17VIII.;4;10;1
2;2;7;un;9;10;1
2;2;8;17I17.;4;10;1
2;2;9;Johrhundert;5;10;1
2;2;10;wìrd;5;10;1
2;2;11;do;17;10;1
2;2;12;zeigt;6;10;1
2;2;13;,;15;10;1
2;2;14;dur;7;10;1
2;2;15;Tràchta;4;10;1
2;2;16;,;15;10;1
2;2;17;Meewel;4;10;1
2;2;18;,;15;10;1
2;2;19;Täpfa;4;10;1
2;2;20;,;15;10;1
2;2;21;Spìelzig;4;10;1
2;2;22;,;15;10;1
2;2;23;Bìlder;4;10;1
2;2;24;,;15;10;1
2;2;25;Stuwa;4;10;1
2;2;26;un;9;10;1
2;2;27;Àtelier;4;10;1
2;2;28;wo;2;10;1
2;2;29;nohgmàcht;6;10;1
2;2;30;worra;1;10;1
2;2;31;sìn;8;10;1
2;2;32;.;15;10;1
2;3;1;S;17;10;1
2;3;1;elsassischa;1;10;1
2;3;2;Museum;4;10;1
2;3;3;hàt;8;10;1
2;3;4;aui;5;10;1
2;3;5;,;15;10;1
2;3;6;zitter;7;10;1
2;3;7;'m;10;10;1
2;3;8;Ààfàng;4;10;1
2;3;9;,;15;10;1
2;3;10;a;10;10;1
2;3;11;großa;1;10;1
2;3;12;Sàmmlung;4;10;1
2;3;13;wo-n-ìhm;2;10;1
2;3;14;d;10;10;1
2;3;15;Société;4;10;1
2;3;16;d';10;10;1
2;3;17;Histoire;4;10;1
2;3;18;des;10;10;1
2;3;19;Israélites;4;10;1
2;3;20;d';10;10;1
2;3;21;Alsace;5;10;1
2;3;22;et;17;10;1
2;3;23;de;17;10;1
2;3;24;Lorraine;5;10;1
2;3;25;(;11;10;1
2;3;26;Gschìchtverein;4;10;1
2;3;27;vu;7;10;1
2;3;28;da;10;10;1
2;3;29;Israelita;4;10;1
2;3;30;vum;7;10;1
2;3;31;Elsàss;4;10;1
2;3;32;un;9;10;1
2;3;33;vu;7;10;1
2;3;34;Lothrìnga;5;10;1
2;3;35;);11;10;1
2;3;36;gaa;6;10;1
2;3;37;hàt;8;10;1
2;3;38;.;15;10;1
2;4;1;So;2;10;1
2;4;1;kààt;6;10;1
2;4;2;ma;12;10;1
2;4;3;s;12;10;1
2;4;4;kültürella;1;10;1
2;4;5;Erbgüet;4;10;1
2;4;6;vu;7;10;1
2;4;7;da;10;10;1
2;4;8;elsassischa;1;10;1
2;4;9;Juda;5;10;1
2;4;10;entdecka;6;10;1
2;4;11;.;15;10;1
2;5;1;Dàs;10;10;1
2;5;1;Museum;4;10;1
2;5;2;befìndet;6;10;1
2;5;3;sìch;12;10;1
2;5;4;nawa;7;10;1
2;5;5;dr;10;10;1
2;5;6;Ìll;4;10;1
2;5;7;,;15;10;1
2;5;8;ìn;7;10;1
2;5;9;'ma;10;10;1
2;5;10;Gebäi;4;10;1
2;5;11;wo;2;10;1
2;5;12;zu;7;10;1
2;5;13;da;10;10;1
2;5;14;monuments;4;10;1
2;5;15;historiques;1;10;1
2;5;16;gheert;6;10;1
2;5;17;,;15;10;1
2;5;18;àn;7;10;1
2;5;19;dr;10;10;1
2;5;20;Àdrass;4;10;1
2;5;21;:;15;10;1
2;5;22;23-25;11;10;1
2;5;23;Place;5;10;1
2;5;24;du;5;10;1
2;5;25;Corbeau;5;10;1
2;5;26;.;15;10;1
2;6;1;S;17;10;1
2;6;1;Museum;4;10;1
2;6;2;ìsch;8;10;1
2;6;3;àm;7;10;1
2;6;4;3.;1;10;1
2;6;5;Novamber;4;10;1
2;6;6;1902;11;10;1
2;6;7;grìnda;1;10;1
2;6;8;worra;1;10;1
2;6;9;,;15;10;1
2;6;10;bim;7;10;1
2;6;11;Notàr;4;10;1
2;6;12;Alfred;5;10;1
